0 qid:413 1:1.3163400888442993 2:2.509976625442505 3:1.4163397550582886 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:7.051584243774414 14:7.051584243774414 15:10.981271743774414 16:0.0 17:11.079072952270508 18:0.0 19:7.051584243774414 20:7.051584243774414 21:8.496341705322266 22:0.0 23:8.07721996307373 24:0.0 25:8.213079452514648 26:8.213079452514648 27:4.714643955230713 28:0.0 29:4.219188690185547 30:0.0 31:8.024263381958008 32:8.024263381958008 33:0.0 34:976.0 #docno: FT922-8924
1 qid:343 1:1.0363473892211914 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.54771614074707 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:7.651241302490234 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:4.218949794769287 28:0.0 29:4.066399097442627 30:0.0 31:0.0 32:0.0 33:0.0 34:782.0 #docno: LA040489-0127
0 qid:305 1:0.7353293299674988 2:0.0 3:0.8979765176773071 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:7.693345069885254 16:0.0 17:8.3517484664917 18:0.0 19:0.0 20:0.0 21:5.587060928344727 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:3.4480221271514893 28:0.0 29:3.403351068496704 30:0.0 31:0.0 32:0.0 33:0.0 34:856.0 #docno: LA061290-0172
0 qid:438 1:0.7869676351547241 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.474017143249512 16:0.0 17:9.538280487060547 18:0.0 19:1.296691656112671 20:1.296691656112671 21:6.886743068695068 22:0.0 23:7.454823017120361 24:0.0 25:0.0 26:0.0 27:4.31453275680542 28:0.0 29:4.195659160614014 30:0.0 31:0.0 32:0.0 33:0.0 34:5677.0 #docno: FBIS4-20753
0 qid:350 1:1.060659646987915 2:0.0 3:1.5060641765594482 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.413642883300781 16:0.0 17:11.668231010437012 18:0.0 19:5.462051868438721 20:0.0 21:8.240214347839355 22:5.629759788513184 23:8.483528137207031 24:0.0 25:0.0 26:0.0 27:5.079627990722656 28:0.0 29:4.883098125457764 30:0.0 31:0.0 32:0.0 33:0.0 34:643.0 #docno: FT934-10570
0 qid:401 1:0.9416639804840088 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.678491592407227 16:0.0 17:9.688385963439941 18:0.0 19:0.0 20:0.0 21:7.311066627502441 22:0.0 23:7.403879165649414 24:0.0 25:0.0 26:0.0 27:4.046137809753418 28:0.0 29:4.079207420349121 30:0.0 31:0.6613900065422058 32:0.0 33:0.0 34:686.0 #docno: FT942-4693
0 qid:346 1:0.8602899312973022 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.853983879089355 16:0.0 17:9.028946876525879 18:0.0 19:0.0 20:0.0 21:6.443023681640625 22:0.0 23:6.348254203796387 24:0.0 25:0.0 26:0.0 27:3.5785109996795654 28:0.0 29:3.360980749130249 30:0.0 31:0.0 32:0.0 33:0.0 34:5816.0 #docno: FT934-14820
0 qid:395 1:0.8703565001487732 2:2.612645149230957 3:0.8505993485450745 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:8.805074691772461 14:8.805074691772461 15:9.21158218383789 16:0.0 17:8.562442779541016 18:0.0 19:8.805074691772461 20:8.805074691772461 21:7.046285629272461 22:0.0 23:7.194309711456299 24:0.0 25:8.800869941711426 26:8.800869941711426 27:4.412418842315674 28:2.161182403564453 29:4.206021785736084 30:0.0 31:8.800869941711426 32:8.800869941711426 33:0.0 34:908.0 #docno: FT924-5759
1 qid:304 1:1.4159259796142578 2:0.0 3:1.754739761352539 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:18.185762405395508 16:0.0 17:17.853252410888672 18:0.0 19:0.0 20:0.0 21:12.61286449432373 22:0.0 23:12.121946334838867 24:0.0 25:0.0 26:0.0 27:9.408018112182617 28:0.0 29:9.081987380981445 30:0.0 31:0.0 32:0.0 33:0.0 34:939.0 #docno: LA050589-0029
0 qid:351 1:1.383981466293335 2:2.7280259132385254 3:1.5609859228134155 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:14.7167329788208 16:0.0 17:14.513725280761719 18:0.0 19:0.0 20:0.0 21:11.314748764038086 22:0.0 23:12.208206176757812 24:0.0 25:0.0 26:0.0 27:7.022295951843262 28:0.0 29:6.4996185302734375 30:0.0 31:0.6293570399284363 32:0.0 33:0.0 34:500.0 #docno: FT921-4287
0 qid:304 1:1.2867555618286133 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:17.279422760009766 16:0.0 17:16.851526260375977 18:0.0 19:7.961942672729492 20:0.0 21:11.801986694335938 22:0.0 23:11.294279098510742 24:0.0 25:0.0 26:0.0 27:8.542764663696289 28:0.0 29:8.239522933959961 30:0.0 31:0.0 32:0.0 33:0.0 34:4837.0 #docno: FR940328-1-00051
0 qid:385 1:0.9907300472259521 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.781246185302734 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:7.524251937866211 22:0.0 23:7.618032932281494 24:0.0 25:0.0 26:0.0 27:4.959159851074219 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:1042.0 #docno: FT924-9112
0 qid:361 1:0.7495328783988953 2:0.0 3:1.0689051151275635 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:7.784882068634033 16:6.2338480949401855 17:7.821808815002441 18:0.0 19:0.0 20:0.0 21:6.247565269470215 22:0.0 23:6.251161575317383 24:0.0 25:0.0 26:0.0 27:4.240963459014893 28:0.0 29:4.15809965133667 30:0.0 31:0.0 32:0.0 33:0.0 34:566.0 #docno: LA090590-0153
0 qid:429 1:1.1781127452850342 2:0.0 3:1.4429552555084229 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:16.432456970214844 16:0.0 17:15.524179458618164 18:0.0 19:0.0 20:0.0 21:11.734158515930176 22:0.0 23:12.817448616027832 24:0.0 25:0.0 26:0.0 27:9.349906921386719 28:0.0 29:9.041033744812012 30:0.0 31:0.0 32:0.0 33:0.0 34:1055.0 #docno: FBIS3-41805
1 qid:401 1:0.9490467309951782 2:0.0 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.74923324584961 16:0.0 17:10.19034194946289 18:0.0 19:0.0 20:0.0 21:7.34395170211792 22:0.0 23:7.1802568435668945 24:0.0 25:2.9252519607543945 26:0.0 27:4.08301305770874 28:0.0 29:4.140769958496094 30:0.0 31:0.0 32:0.0 33:1.0 34:1140.0 #docno: FBIS4-64811
1 qid:394 1:1.060350775718689 2:0.0 3:1.1239745616912842 4:0.0 5:0.0 6:0.0 7:907378.1128499999 8:0.0 9:0.0 10:0.0 11:1571625.0 12:0.0 13:0.0 14:0.0 15:7.748345851898193 16:0.0 17:8.730754852294922 18:0.0 19:0.0 20:0.0 21:6.5337724685668945 22:4.284003257751465 23:0.0 24:0.0 25:0.0 26:0.0 27:3.64682674407959 28:0.7393629550933838 29:3.698974609375 30:0.0 31:2.7884771823883057 32:2.7884771823883057 33:0.0 34:414.0 #docno: LA101890-0192
1 qid:378 1:0.8944963216781616 2:0.0 3:1.2389225959777832 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.99988842010498 16:0.0 17:9.992375373840332 18:0.0 19:0.0 20:0.0 21:7.476800441741943 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:4.67104434967041 28:0.0 29:4.595745086669922 30:0.0 31:0.0 32:0.0 33:0.0 34:721.0 #docno: FT942-3092
0 qid:423 1:0.8215117454528809 2:0.0 3:1.2898825407028198 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.008111000061035 16:0.0 17:11.130884170532227 18:0.0 19:0.0 20:0.0 21:7.636439800262451 22:0.0 23:7.732752323150635 24:0.0 25:0.0 26:0.0 27:5.447671890258789 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:478.0 #docno: FBIS3-15355
0 qid:436 1:1.161298394203186 2:2.534916877746582 3:1.5487171411514282 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.561262130737305 16:0.0 17:12.494670867919922 18:0.0 19:0.0 20:0.0 21:8.788175582885742 22:0.0 23:8.292481422424316 24:0.0 25:0.0 26:0.0 27:5.588881015777588 28:0.0 29:5.498518466949463 30:0.0 31:0.0 32:0.0 33:0.0 34:457.0 #docno: FT942-15594
0 qid:301 1:1.1716960668563843 2:0.0 3:1.7133907079696655 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.036796569824219 16:0.0 17:13.66266918182373 18:0.0 19:0.0 20:0.0 21:9.338078498840332 22:0.0 23:9.896806716918945 24:0.0 25:9.834728240966797 26:0.0 27:5.456346035003662 28:0.0 29:5.493927478790283 30:0.0 31:0.0 32:0.0 33:0.0 34:763.0 #docno: FBIS4-64950
0 qid:385 1:1.1588857173919678 2:0.0 3:1.3292648792266846 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.213174819946289 16:0.0 17:12.135050773620605 18:0.0 19:0.0 20:0.0 21:9.098840713500977 22:0.0 23:9.075697898864746 24:0.0 25:0.0 26:0.0 27:6.045482635498047 28:0.0 29:5.830209255218506 30:0.0 31:4.595530033111572 32:0.0 33:0.0 34:1842.0 #docno: FBIS4-66462
1 qid:439 1:1.8566443920135498 2:0.0 3:1.9740657806396484 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:19.85263442993164 16:0.0 17:19.798721313476562 18:0.0 19:0.0 20:0.0 21:160.4180145263672 22:0.0 23:191.19223022460938 24:0.0 25:0.0 26:0.0 27:10.671137809753418 28:0.0 29:10.32765007019043 30:0.0 31:0.0 32:0.0 33:0.0 34:2121.0 #docno: FBIS4-49929
0 qid:426 1:1.0025666952133179 2:0.0 3:1.2142913341522217 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.370338439941406 16:0.0 17:10.541810989379883 18:0.0 19:0.0 20:0.0 21:7.998703956604004 22:0.0 23:8.242488861083984 24:0.0 25:0.0 26:0.0 27:4.960107803344727 28:0.0 29:4.729913711547852 30:0.0 31:0.0 32:0.0 33:0.0 34:834.0 #docno: LA062989-0038
0 qid:380 1:1.145019769668579 2:0.0 3:1.192852258682251 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.773979187011719 16:0.0 17:12.51812744140625 18:0.0 19:0.0 20:0.0 21:9.684138298034668 22:0.0 23:10.309268951416016 24:0.0 25:0.0 26:0.0 27:7.03596305847168 28:0.0 29:6.8916778564453125 30:0.0 31:11.952820777893066 32:0.0 33:0.0 34:3068.0 #docno: LA062489-0059
1 qid:415 1:1.046122670173645 2:0.0 3:1.2350986003875732 4:0.0 5:0.0 6:0.0 7:523875.0 8:0.0 9:0.0 10:0.0 11:523875.0 12:0.0 13:6.561966419219971 14:0.0 15:11.271697044372559 16:0.0 17:10.894369125366211 18:0.0 19:0.0 20:0.0 21:8.219003677368164 22:0.0 23:7.938947677612305 24:0.0 25:7.785135269165039 26:0.0 27:6.354412078857422 28:0.0 29:6.167740345001221 30:0.0 31:7.785135269165039 32:0.0 33:0.0 34:1225.0 #docno: FBIS3-27450
0 qid:401 1:0.9618901014328003 2:0.0 3:1.1024943590164185 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.90615177154541 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:7.431761741638184 22:0.0 23:7.567575454711914 24:0.0 25:0.0 26:0.0 27:4.143581390380859 28:0.0 29:0.0 30:0.0 31:2.20936918258667 32:0.0 33:0.0 34:2444.0 #docno: FBIS4-58335
0 qid:385 1:1.3206185102462769 2:0.0 3:1.3207893371582031 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:13.626480102539062 16:0.0 17:13.838372230529785 18:0.0 19:0.0 20:0.0 21:10.27190113067627 22:0.0 23:9.678487777709961 24:0.0 25:0.0 26:0.0 27:7.144048690795898 28:0.0 29:6.923585891723633 30:0.0 31:0.0 32:0.0 33:0.0 34:4006.0 #docno: FR940118-1-00047
0 qid:309 1:0.8918613791465759 2:0.0 3:1.0090343952178955 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.965267181396484 16:0.0 17:9.52028751373291 18:0.0 19:0.0 20:0.0 21:6.956915378570557 22:5.647721290588379 23:0.0 24:0.0 25:0.0 26:0.0 27:4.8979597091674805 28:0.0 29:4.941310882568359 30:0.0 31:0.0 32:0.0 33:0.0 34:804.0 #docno: FBIS4-34502
1 qid:432 1:1.059293508529663 2:2.3493194580078125 3:1.133426308631897 4:0.0 5:746923.9310925 6:0.0 7:0.0 8:0.0 9:1056310.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.811610221862793 16:0.0 17:11.694977760314941 18:0.0 19:0.0 20:0.0 21:8.198249816894531 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:5.287646293640137 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:1.0 34:538.0 #docno: FT932-1624
1 qid:311 1:0.7234057784080505 2:0.0 3:0.8981188535690308 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.192658424377441 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:7.121708393096924 22:0.0 23:7.755629539489746 24:0.0 25:0.0 26:0.0 27:5.134160995483398 28:0.0 29:5.1794328689575195 30:0.0 31:0.0 32:0.0 33:1.0 34:1130.0 #docno: FBIS4-37889
0 qid:309 1:0.8641282916069031 2:0.0 3:1.0557494163513184 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.612137794494629 16:0.0 17:9.998857498168945 18:0.0 19:0.0 20:0.0 21:6.640981674194336 22:0.0 23:6.799463748931885 24:0.0 25:0.0 26:0.0 27:4.7379150390625 28:0.0 29:4.383371829986572 30:0.0 31:0.0 32:0.0 33:0.0 34:323.0 #docno: FT911-629
0 qid:450 1:1.4050648212432861 2:0.0 3:1.554425835609436 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:7.884985446929932 14:0.0 15:17.100093841552734 16:0.0 17:17.643051147460938 18:0.0 19:12.879045486450195 20:0.0 21:11.585859298706055 22:0.0 23:14.034069061279297 24:0.0 25:11.925884246826172 26:0.0 27:7.196073055267334 28:2.500664472579956 29:6.877707004547119 30:0.0 31:8.848069190979004 32:0.0 33:0.0 34:629.0 #docno: FBIS4-36770
1 qid:324 1:1.126058578491211 2:4.976653099060059 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:13.336872100830078 16:0.0 17:13.916961669921875 18:0.0 19:0.0 20:0.0 21:9.192708969116211 22:0.0 23:8.197284698486328 24:0.0 25:0.0 26:0.0 27:5.617149829864502 28:0.0 29:5.5718464851379395 30:0.0 31:0.0 32:0.0 33:0.0 34:1663.0 #docno: FT924-1564
0 qid:444 1:0.6087198257446289 2:0.0 3:0.620968222618103 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.438237190246582 16:0.0 17:8.195704460144043 18:0.0 19:0.0 20:0.0 21:5.8790717124938965 22:0.0 23:5.616882801055908 24:0.0 25:0.0 26:0.0 27:4.349682331085205 28:0.0 29:4.261788845062256 30:0.0 31:0.0 32:0.0 33:0.0 34:2610.0 #docno: FR940418-1-00024
0 qid:431 1:0.8760161399841309 2:0.0 3:0.9965947866439819 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.721864700317383 16:0.0 17:11.71513557434082 18:0.0 19:0.0 20:0.0 21:7.620853424072266 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:5.727496147155762 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:2138.0 #docno: FBIS3-2001
1 qid:331 1:1.0389119386672974 2:0.0 3:1.28067946434021 4:0.0 5:528155.0 6:0.0 7:1571625.0 8:0.0 9:528155.0 10:0.0 11:4714875.0 12:0.0 13:0.0 14:0.0 15:8.963207244873047 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:6.774945259094238 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:3.5334911346435547 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:1.0 34:731.0 #docno: FBIS3-2499
1 qid:410 1:0.689371645450592 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:4.61029052734375 16:0.0 17:4.569286823272705 18:0.0 19:0.0 20:0.0 21:4.9298272132873535 22:0.0 23:4.735933303833008 24:0.0 25:0.0 26:0.0 27:3.1908116340637207 28:0.0 29:3.0408129692077637 30:0.0 31:0.0 32:0.0 33:0.0 34:1135.0 #docno: FBIS4-41249
0 qid:349 1:0.2566303312778473 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:4.602231025695801 14:4.602231025695801 15:4.3870530128479 16:0.0 17:0.0 18:0.0 19:4.602231025695801 20:4.602231025695801 21:2.882709503173828 22:0.0 23:0.0 24:0.0 25:4.602231025695801 26:4.602231025695801 27:4.534216403961182 28:0.0 29:4.3667988777160645 30:0.0 31:4.602231025695801 32:4.602231025695801 33:0.0 34:5547.0 #docno: FR940506-2-00093
0 qid:338 1:0.5995053648948669 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:5.906418323516846 16:0.0 17:5.977816104888916 18:0.0 19:0.0 20:0.0 21:5.139552116394043 22:0.0 23:5.087285995483398 24:0.0 25:0.0 26:0.0 27:3.5067250728607178 28:0.0 29:3.3406224250793457 30:0.0 31:0.0 32:0.0 33:0.0 34:5312.0 #docno: FR940222-1-00005
0 qid:321 1:0.9416535496711731 2:0.0 3:1.0734933614730835 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.025166511535645 16:0.0 17:9.063875198364258 18:0.0 19:0.0 20:0.0 21:6.4636054039001465 22:0.0 23:6.538616180419922 24:0.0 25:0.0 26:0.0 27:3.8206851482391357 28:0.0 29:3.67581844329834 30:0.0 31:0.0 32:0.0 33:0.0 34:1015.0 #docno: LA081389-0025
0 qid:301 1:1.2581653594970703 2:0.0 3:1.4033111333847046 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.507579803466797 16:0.0 17:13.15859603881836 18:0.0 19:0.0 20:0.0 21:9.913586616516113 22:0.0 23:10.294618606567383 24:0.0 25:10.59561538696289 26:0.0 27:5.844119548797607 28:0.0 29:5.928228378295898 30:0.0 31:11.106788635253906 32:0.0 33:0.0 34:1525.0 #docno: FBIS4-40181
1 qid:427 1:0.6795598268508911 2:0.0 3:0.9382533431053162 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:7.633355140686035 16:0.0 17:7.900955677032471 18:0.0 19:0.0 20:0.0 21:5.724937438964844 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:3.698239803314209 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:456.0 #docno: FT921-3237
0 qid:302 1:0.6810048818588257 2:0.0 3:0.8581698536872864 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:6.488680362701416 16:0.0 17:6.078988075256348 18:0.0 19:0.0 20:0.0 21:5.526334762573242 22:0.0 23:5.801726818084717 24:0.0 25:0.0 26:0.0 27:5.414440631866455 28:0.0 29:5.321202278137207 30:0.0 31:0.0 32:0.0 33:0.0 34:1511.0 #docno: FT942-10133
0 qid:386 1:0.990481972694397 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.993505477905273 16:0.0 17:12.505098342895508 18:0.0 19:0.0 20:0.0 21:8.452116012573242 22:0.0 23:8.372211456298828 24:0.0 25:0.0 26:0.0 27:5.637457847595215 28:0.0 29:5.423275947570801 30:0.0 31:0.0 32:0.0 33:0.0 34:2920.0 #docno: LA042990-0046
0 qid:375 1:0.8292971849441528 2:2.5432076454162598 3:1.1149977445602417 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.879119873046875 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:6.410712242126465 22:0.0 23:6.744597911834717 24:0.0 25:0.0 26:0.0 27:5.094019889831543 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:527.0 #docno: FT934-6883
1 qid:415 1:1.338195562362671 2:0.0 3:1.5061297416687012 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:11.634663581848145 14:0.0 15:16.63113021850586 16:0.0 17:16.57377815246582 18:0.0 19:23.460872650146484 20:17.76736068725586 21:11.5630464553833 22:0.0 23:12.713077545166016 24:0.0 25:19.41828727722168 26:0.0 27:8.803077697753906 28:0.0 29:8.619145393371582 30:0.0 31:13.594273567199707 32:0.0 33:0.0 34:2687.0 #docno: FBIS4-30503
0 qid:310 1:1.0140048265457153 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.623180389404297 16:0.0 17:11.814740180969238 18:0.0 19:0.0 20:0.0 21:8.049944877624512 22:6.235655307769775 23:0.0 24:0.0 25:0.0 26:0.0 27:5.458518981933594 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:4408.0 #docno: LA051790-0095
0 qid:314 1:0.82481449842453 2:0.0 3:1.0077459812164307 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.618976593017578 16:0.0 17:8.88253116607666 18:0.0 19:0.0 20:0.0 21:6.55792236328125 22:0.0 23:6.480049133300781 24:0.0 25:0.0 26:0.0 27:4.47735595703125 28:0.0 29:4.410438537597656 30:0.0 31:0.0 32:0.0 33:0.0 34:470.0 #docno: LA030989-0064
0 qid:448 1:0.9949719309806824 2:0.0 3:1.254909873008728 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.948481559753418 16:6.558584213256836 17:10.137426376342773 18:0.0 19:0.0 20:0.0 21:7.1967973709106445 22:0.0 23:7.2173895835876465 24:0.0 25:0.0 26:0.0 27:4.06331729888916 28:0.0 29:3.9428184032440186 30:0.0 31:0.0 32:0.0 33:0.0 34:1484.0 #docno: FT943-8181
1 qid:405 1:0.6232048273086548 2:0.0 3:0.7992609143257141 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.651144981384277 16:0.0 17:8.938004493713379 18:0.0 19:0.0 20:0.0 21:6.123167514801025 22:0.0 23:6.559123992919922 24:0.0 25:0.0 26:0.0 27:5.656028747558594 28:0.0 29:5.498826026916504 30:0.0 31:0.0 32:0.0 33:1.0 34:850.0 #docno: LA052689-0067
0 qid:434 1:1.4169206619262695 2:0.0 3:1.7379260063171387 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:14.326459884643555 16:0.0 17:14.40855598449707 18:0.0 19:0.0 20:0.0 21:10.18198013305664 22:0.0 23:10.79010009765625 24:0.0 25:0.0 26:0.0 27:6.271039009094238 28:0.0 29:6.108930587768555 30:0.0 31:0.0 32:0.0 33:0.0 34:1106.0 #docno: FBIS4-14822
0 qid:339 1:1.191971778869629 2:0.0 3:1.3699874877929688 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.30477523803711 16:0.0 17:12.290088653564453 18:0.0 19:0.0 20:0.0 21:8.648958206176758 22:0.0 23:9.013696670532227 24:0.0 25:0.0 26:0.0 27:5.284657955169678 28:0.0 29:5.128556251525879 30:0.0 31:0.0 32:0.0 33:0.0 34:2325.0 #docno: FBIS4-10747
1 qid:341 1:0.9697778820991516 2:0.0 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.990671157836914 16:0.0 17:0.0 18:0.0 19:3.608873128890991 20:3.608873128890991 21:6.497220516204834 22:5.182625770568848 23:6.425302505493164 24:0.0 25:0.0 26:0.0 27:3.744551420211792 28:0.0 29:3.614462375640869 30:0.0 31:0.0 32:0.0 33:1.0 34:20435.0 #docno: FBIS4-46680
